BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Moderate Income - NDR,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BlockLot,PPTS Project ID
200803207576,435 DUBOCE AV,"CONVERT CHURCH USE PORTION TO RESIDENTIAL USE BY ADDING 3 RESIDENTIAL DWELLING UNITS TO THE BLDG. MAINTAINING THE CURRENT COMMERCIAL PERMITTED USE, INCREASING PARKING TO MEET THE SF CODE REQUIREMENTS (.75 SPACE PER DWELLING UNIT). UPGRADE STRUCTURAL (SEISMIC UPGRADE),HVAC UPGRADE AND MEP UPGRADE.",2,5,5,3,3,05/19/2015 12:00:00 AM,05/19/2015 12:00:00 AM,0,0,0,0,0,0,3,,8,Castro/Upper Market,6 - Buena Vista,,3,Full BP,03/23/2009 12:00:00 AM,03/23/2009 12:00:00 AM,RTO,,3537087,2011.0237
200803217766,1519 Revere Av,"legalize 2nd unit on ground floor. add insulation, new windows, repair structural fire damage at ground level per plans. replace rear elevation staircase and repair floor joists per plans.",1,2,2,1,1,07/16/2009 12:00:00 AM,07/16/2009 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,3,Site Permit,11/24/2008 12:00:00 AM,11/24/2008 12:00:00 AM,RH-2,,5341024,
200803257887,2130 Filbert St,"interior remodel & horizontal addition at 3rd fl, relocate kitchen/din rm. new interior stairs, walls. new exterior finishes to match. new windows and exterior doors. legalize ground floor unit.  change of occupancy use to 2 family dwelling",1,2,2,1,1,09/25/2009 12:00:00 AM,09/25/2009 12:00:00 AM,0,0,0,0,0,0,1,,2,Marina,2 - Marina,,3,Site Permit,09/22/2008 12:00:00 AM,09/22/2008 12:00:00 AM,RH-2,,0516011,
200803278186,2729 California St,build new stairs and decks at first floor; merge two units at first floor.,5,4,4,-1,-1,09/03/2010 12:00:00 AM,09/03/2010 12:00:00 AM,0,0,0,0,0,0,-1,,2,Pacific Heights,5 - Western Addition,,3,Site Permit,12/11/2008 12:00:00 AM,12/11/2008 12:00:00 AM,RH-2,,1027016,2008.0851
200803288274,1167 STANYAN ST,to erect single family dwelling,0,1,1,1,1,09/07/2018 12:00:00 AM,09/07/2018 12:00:00 AM,0,0,0,0,0,0,1,,5,Inner Sunset,14 - Inner Sunset,,2,Site Permit,09/25/2013 12:00:00 AM,01/17/2014 12:00:00 AM,RH-2,,2630017,2008.0408
200803288288,1171 Stanyan St,"new construction of two residential units, 3 stories.",0,2,2,2,2,03/26/2019 12:00:00 AM,03/26/2019 12:00:00 AM,0,0,0,0,0,0,2,,5,Inner Sunset,14 - Inner Sunset,,2,Site Permit,09/25/2013 12:00:00 AM,01/17/2014 12:00:00 AM,RH-2,,2630018,
200803318367,879 Dolores St,"create new unit in basement with rear sliders, replace stairs from basement to ground level. change existing hallway to an exit passageway. add a gate from rear yard to quane st. building to be sprinklered. note: original scope of work has been reduced.",2,3,3,1,1,10/26/2009 12:00:00 AM,10/26/2009 12:00:00 AM,0,0,0,0,0,0,1,,8,Mission,8 - Mission,Mission District Streetscape Plan,3,Site Permit,11/17/2008 12:00:00 AM,11/17/2008 12:00:00 AM,RH-3,,3618023,2008.0207
200804038737,1321 DE HARO ST,DEMOLISH A ONE STOREY ONE FAMILY DWELLING UNIT,1,0,0,-1,-1,06/06/2022 12:00:00 AM,06/06/2022 12:00:00 AM,0,0,0,0,0,0,-1,,1,Potrero Hill,9 - South of Market,,6,Full BP,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,RH-1,,4218036,2009.0107
200804038738,1321 DE HARO ST,"ERECT NEW 3-STORY, 2-FAMILY DWELLING UNITS

* This project has been extensively revised to be only a 2-FAMILY RESIDENCE (R3, NOT R2). MJ 3/10/14",0,2,2,2,2,03/10/2023 12:00:00 AM,03/10/2023 12:00:00 AM,0,0,0,0,0,0,2,,10,Potrero Hill,9 - South of Market,,2,Site Permit,03/17/2016 12:00:00 AM,11/21/2016 12:00:00 AM,RH-1,,4218036,2014.1549
200804078944,254 12th Av,"legalize existing second unit re 2007.0961v variance, demolish rear stair.",1,2,2,1,1,01/15/2009 12:00:00 AM,01/15/2009 12:00:00 AM,0,0,0,0,0,0,1,,1,Inner Richmond,1 - Richmond,,8,Full BP,04/10/2008 12:00:00 AM,04/10/2008 12:00:00 AM,RM-1,,1422030,
200804089107,280 06TH AV,CONSTRUCT NEW 3 RESIDENTIAL DWELLING UNITS WITH 4 STORIES,0,3,3,3,3,11/06/2015 12:00:00 AM,11/06/2015 12:00:00 AM,0,0,0,0,0,0,3,,1,Inner Richmond,1 - Richmond,,2,Site Permit,02/14/2014 12:00:00 AM,09/18/2014 12:00:00 AM,NCD,,1428027,2005.1198
200804159673,71 Cuvier St,"demolition of 2 stories, single family home.",1,0,0,-1,-1,10/05/2009 12:00:00 AM,10/05/2009 12:00:00 AM,0,0,0,0,0,0,-1,,8,Outer Mission,12 - South Central,Glen Park (superseded),6,Full BP,01/30/2009 12:00:00 AM,01/30/2009 12:00:00 AM,RH-1,,6722018,
200804180093,317 Cortland Av,construct a new 3story building comprised of ground floor commercil space with 2 dwelling units.,0,2,2,2,2,01/04/2011 12:00:00 AM,01/04/2011 12:00:00 AM,0,0,0,0,0,0,2,,9,Bernal Heights,11 - Bernal Heights,,2,Full BP,08/25/2009 12:00:00 AM,08/25/2009 12:00:00 AM,NCD,,5667015,2006.0056
200804230435,3968 26th St,per n.o.v. 200706301 convert (e) family rm down to a (n) 2nd dwelling unit. scope of work is to install (n) kitchen. plng dept. # 2007.1066v. granted a parking variance to create 2nd unit at ground level while continuing to use one offstreet parking space.also construct (n) rear yard deck,1,2,2,1,1,10/15/2009 12:00:00 AM,10/15/2009 12:00:00 AM,0,0,0,0,0,0,1,,8,Noe Valley,7 - Central,,3,Full BP,04/20/2009 12:00:00 AM,04/20/2009 12:00:00 AM,RH-2,,6552017,2007.1066
200804240540,2145 GENEVA AV,Convert existing office space on 2nd floor to 2 dwelling units.,0,2,2,2,2,09/03/2010 12:00:00 AM,09/03/2010 12:00:00 AM,0,0,0,0,0,0,2,,10,Visitacion Valley,12 - South Central,,3,Full BP,12/05/2008 12:00:00 AM,12/05/2008 12:00:00 AM,RH-1,,6323008H,2006.0892
200804250691,417 LYON ST,"PROJECT INCREASES TOTAL IN BLDG TO 2 UNITS. NEW GARAGE & ONE BEDRM, BATH UNIT IN (E) BASEMENT. THE FLOOR OF BASEMENT SHALL BE EXCAVATED, NEW FOUNDATIONS & SLAB INSTALLED. DETORIORATED EXTERIOR FEATURES SHALL BE REPAIRED.",1,2,2,1,1,10/22/2018 12:00:00 AM,10/22/2018 12:00:00 AM,0,0,0,0,0,0,1,,5,Lone Mountain/USF,5 - Western Addition,,3,Site Permit,03/17/2009 12:00:00 AM,03/17/2009 12:00:00 AM,RH-3,,1198004,
200805061361,977 Dolores St,"merge 2 of 3 dwelling units, demolish (e) demising wall between stair to 3rd floor unit and (e) entry to 2nd floor unit, demolish (e) 3rd floor kitchen and convert it to bedroom, convert (e) utility room at 3rd floor to be a closet.",3,2,2,-1,-1,12/10/2009 12:00:00 AM,12/10/2009 12:00:00 AM,0,0,0,0,0,0,-1,,8,Mission,8 - Mission,Mission District Streetscape Plan,3,Site Permit,07/27/2009 12:00:00 AM,07/27/2009 12:00:00 AM,RM-1,,3631019,2008.1001
200805061381,207 Los Palmos Dr,construction of three-story single family dwelling.,0,1,1,1,1,09/03/2014 12:00:00 AM,09/03/2014 12:00:00 AM,0,0,0,0,0,0,1,,7,West of Twin Peaks,13 - Ingleside,,2,Site Permit,10/07/2010 12:00:00 AM,08/17/2011 12:00:00 AM,RH-1,,3027A119,2008.0558
200805061387,213 LOS PALMOS DR,construction of three-story single family dwelling.,0,1,1,1,1,02/24/2016 12:00:00 AM,02/24/2016 12:00:00 AM,0,0,0,0,0,0,1,,7,West of Twin Peaks,13 - Ingleside,,2,Site Permit,10/07/2010 12:00:00 AM,08/17/2011 12:00:00 AM,RH-1,,3027A118,2008.0558
200805061388,203 Los Palmos Dr,construction of three-story single family dwelling.,0,1,1,1,1,09/03/2014 12:00:00 AM,09/03/2014 12:00:00 AM,0,0,0,0,0,0,1,,7,West of Twin Peaks,13 - Ingleside,,2,Site Permit,10/07/2010 12:00:00 AM,08/17/2011 12:00:00 AM,RH-1,,3027A120,2008.0558
200805071525,742 42nd Av,"revert use from 2 unit dwelling to 1 unit dwelling. horizontal additions to 3 stories at rear. 497 sq ft total. remove existing exterior stairs at front and rear. new interior stair to all 3 floors, new windows, bath alteration @3/f, add skylights @ roof.",2,1,1,-1,-1,03/10/2011 12:00:00 AM,03/10/2011 12:00:00 AM,0,0,0,0,0,0,-1,,1,Outer Richmond,1 - Richmond,,3,Site Permit,04/06/2009 12:00:00 AM,04/06/2009 12:00:00 AM,RH-2,,1603037,2008.0899
200805162250,459 Buena Vista East Av,erect a new four story two family dwelling building,0,2,2,2,2,02/09/2011 12:00:00 AM,02/09/2011 12:00:00 AM,0,0,0,0,0,0,2,,8,Castro/Upper Market,6 - Buena Vista,,2,Site Permit,10/07/2008 12:00:00 AM,10/07/2008 12:00:00 AM,RH-3,,2607270,2000.581
200805192371,4035 18TH ST,"REMODEL & VERTICAL/HORIZONTAL ADDITION TO TRANSFORM (E) 2-STORY TO 3-STORY; (ADD ONE UNIT) 2-UNIT RESIDENTIAL OVER OCMMERCIAL; (E) REAR YARD SHEDS TO BE REMOVED (LESS THAN 100 SQ FT). NEW RESIDENTIAL UNIT TO INCLUDE: ROOF DECK, STAIR PENTHOUSE, DECK FACING REAR YEAR, BEDROOMS, BATH, KITCHEN.",1,2,2,1,1,07/29/2015 12:00:00 AM,07/29/2015 12:00:00 AM,0,0,0,0,0,0,1,,8,Castro/Upper Market,7 - Central,,3,Site Permit,07/29/2009 12:00:00 AM,02/16/2011 12:00:00 AM,NCD,,3583082,2007.1481
200805222653,3148 San Bruno Av,to correct appl#200203191815 to show 4 residential units per city planning 311 notice and varience #2002.1133v and application 200612280693 (extend cancelled permit),3,4,4,1,1,09/26/2008 12:00:00 AM,09/26/2008 12:00:00 AM,0,0,0,0,0,0,1,,9,Portola,12 - South Central,,3,Full BP,07/15/2008 12:00:00 AM,07/15/2008 12:00:00 AM,RM-1,,6156019,
200805232796,838 Kansas St,demolish a one story single family dwelling,1,0,0,-1,-1,11/14/2013 12:00:00 AM,11/14/2013 12:00:00 AM,0,0,0,0,0,0,-1,,10,Potrero Hill,9 - South of Market,Mission Bay,6,Full BP,03/01/2013 12:00:00 AM,03/01/2013 12:00:00 AM,RH-2,,4093007,2007.1484
200805232798,838 Kansas St,ERECT A 4 STORIES 2 FAMILY DWELLING.,0,2,2,2,2,05/11/2015 12:00:00 AM,05/11/2015 12:00:00 AM,0,0,0,0,0,0,2,,10,Potrero Hill,9 - South of Market,Mission Bay,2,Site Permit,03/01/2013 12:00:00 AM,12/20/2013 12:00:00 AM,RH-2,,4093007,2007.1484
200806023360,1703 MCKINNON AV,"TO ERECT 3 STORIE, NO BASEMENT, SINGLE FAMILY DWELLING BUILDING.",0,1,1,1,1,06/26/2019 12:00:00 AM,06/26/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Site Permit,01/14/2016 12:00:00 AM,12/07/2017 12:00:00 AM,RH-2,,5305001,2015-001505PRJ
200806053752,412 Noe St,demolish two families 3 stories building.,2,0,0,-2,-2,01/26/2011 12:00:00 AM,01/26/2011 12:00:00 AM,0,0,0,0,0,0,-2,,8,Castro/Upper Market,7 - Central,,6,Full BP,11/30/2009 12:00:00 AM,11/30/2009 12:00:00 AM,RH-3,,3582089,2009.0026
200806053754,412 A Noe St,to erect four stories three units residential building.,0,3,3,3,3,10/20/2011 12:00:00 AM,10/20/2011 12:00:00 AM,0,0,0,0,0,0,3,,8,Castro/Upper Market,7 - Central,,2,Site Permit,11/30/2009 12:00:00 AM,10/19/2010 12:00:00 AM,RH-3,,3582118,2009.0026
200806063842,71 Buena Vista Tr,"convert from 3 units to 2 units (1 unit & legal in law) upgrade plumbing, elec & mech. 2nd floor: take out 2 baths, add 1/2 bath, remove 2 doors to each unit. 3rd floor: add master bath, new stairs to attic.  restore it as such by altering the roof line to reflect the period.",3,2,2,-1,-1,02/12/2010 12:00:00 AM,02/12/2010 12:00:00 AM,0,0,0,0,0,0,-1,,8,Castro/Upper Market,6 - Buena Vista,,3,Full BP,12/19/2008 12:00:00 AM,12/19/2008 12:00:00 AM,RH-2,,2609030,2008.1060
200806104015,78 Peralta Av,"legalize unit at lower level per board of appeals#07133; comply w/his nov #199601867. construct bath, partitions, reloc water closet,install plbg fixtures, water heater, lights, fan, outlets, base cabinet, elec range. construct closet partitions, add lights, switches, smoke detectors per code.",1,2,2,1,1,03/04/2010 12:00:00 AM,03/04/2010 12:00:00 AM,0,0,0,0,0,0,1,,9,Bernal Heights,11 - Bernal Heights,,3,Full BP,06/03/2009 12:00:00 AM,06/03/2009 12:00:00 AM,RH-2,,5513011A,2007.0449
200806124264,25 Balboa St,3 story horizontal and 1 vertical addition to existing 2 story over garage to three story over garage. convert 1 unit into 2 unit building.,1,2,2,1,1,09/18/2012 12:00:00 AM,09/18/2012 12:00:00 AM,0,0,0,0,0,0,1,,1,Inner Richmond,1 - Richmond,,3,Site Permit,12/06/2010 12:00:00 AM,02/09/2011 12:00:00 AM,RM-2,,1643051,2008.1273
200806164483,150 Chapman St,"3rd floor addition, 400 sf, general remodel:  1st fl: remove illegal kitchen and legalize toilet room, addition to stair. 2nd fl: e 3 bedroom to 2 bedroom, new bay window,new 1/2 bath. 3rd fl: new bedroom and full bath and exterior deck.",2,1,1,-1,-1,09/29/2010 12:00:00 AM,09/29/2010 12:00:00 AM,0,0,0,0,0,0,-1,,9,Bernal Heights,11 - Bernal Heights,,3,Site Permit,07/13/2009 12:00:00 AM,07/13/2009 12:00:00 AM,RH-1,,5640033,
200806174638,75 Lily St,"convert one illegal first floor office back to original storage use.  convert the other illegal first floor office to a dwelling unit, consistent with planning department variance case no. 2008.1154.",4,5,5,1,1,03/09/2011 12:00:00 AM,03/09/2011 12:00:00 AM,0,0,0,0,0,0,1,,5,Hayes Valley,6 - Buena Vista,,3,Site Permit,12/09/2009 12:00:00 AM,05/06/2010 12:00:00 AM,NCT-3,,0837009,2008.1154
200806174696,1839 Laguna St,"reduce unit count from 3 to 2 units. interior & exterior remodel at first level, relocated new stair from deck @ 2nd level, small horizontal expansion @ 1st level. new doors & windows, renovated bath & kitchen.horiz. expansion variance granted  5/14/200820080188v.",3,2,2,-1,-1,04/16/2010 12:00:00 AM,04/16/2010 12:00:00 AM,0,0,0,0,0,0,-1,,5,Pacific Heights,5 - Western Addition,Japantown,3,Full BP,03/10/2009 12:00:00 AM,03/10/2009 12:00:00 AM,RH-2,,0662005,
200806184721,52 Dore St,"tenant improvements at north portion of ground floor plan and entire second floor for a residential care. treatment including 7  sleeping rooms, meeting space, offices, dining, kitchen and dry room.",0,14,14,14,14,05/01/2009 12:00:00 AM,05/01/2009 12:00:00 AM,0,0,0,0,0,0,14,,6,South of Market,9 - South of Market,,3,Full BP,12/10/2008 12:00:00 AM,12/10/2008 12:00:00 AM,RED-MX,,3518042,
200806275494,437 Hoffman Av,merge 2 units into 1 unit.  remove kitchen @ 1st floor. construct stairs between 1st & 2nd floor.  existing deck to comply laterally to sfbc '2010 code.,2,1,1,-1,-1,07/12/2013 12:00:00 AM,07/12/2013 12:00:00 AM,0,0,0,0,0,0,-1,,8,Noe Valley,7 - Central,,3,Site Permit,07/31/2012 12:00:00 AM,01/28/2013 12:00:00 AM,RH-2,,6503024,2008.0572
200806275518,339 18TH AV,"ERECT A 3 STORIES, 2 FAMILY DWELLING",0,2,2,2,2,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,0,0,0,0,0,0,2,,1,Outer Richmond,1 - Richmond,Geary Corridor,2,Site Permit,10/24/2016 12:00:00 AM,02/05/2018 12:00:00 AM,RH-2,,1450007,2016-003606PRJ
200806275595,1816 EDDY ST,"TO ERECT 6 STORIES, 19 DWELLING UNITS",0,19,19,19,19,07/16/2014 12:00:00 AM,07/16/2014 12:00:00 AM,0,0,0,0,0,0,19,,5,Western Addition,5 - Western Addition,A-2,2,Site Permit,12/09/2008 12:00:00 AM,12/09/2008 12:00:00 AM,RM-3,,1127064,
200806305666,335 Oak St,"335 oak street-convert (e) garage and (e) storage space at 1st floor into 2 new dwelling units, new laundry room on 1st floor",6,8,8,2,2,08/01/2013 12:00:00 AM,08/01/2013 12:00:00 AM,0,0,0,0,0,0,2,,5,Hayes Valley,6 - Buena Vista,,3,Site Permit,06/15/2011 12:00:00 AM,04/18/2012 12:00:00 AM,RTO,,0839025,2008.0988
200806305670,234 Lily St,230 lily street-convert (e) storage at 1st floor into 2 new dwelling units,6,8,8,2,2,08/01/2013 12:00:00 AM,08/01/2013 12:00:00 AM,0,0,0,0,0,0,2,,5,Hayes Valley,6 - Buena Vista,,3,Site Permit,06/15/2011 12:00:00 AM,04/18/2012 12:00:00 AM,RTO,,0839025,2008.0988
200807076035,924 Balboa St,"present use: school. revert back to original useresidential. replace windows, remodel baths & kitchen, add baths, remodel stairs, update electrical, mechanical, plumbing systems. repair foundations as needed",0,1,1,1,1,05/04/2010 12:00:00 AM,05/04/2010 12:00:00 AM,0,0,0,0,0,0,1,,1,Inner Richmond,1 - Richmond,,3,Site Permit,12/02/2008 12:00:00 AM,12/02/2008 12:00:00 AM,RH-1(D),,1553019,
200807096257,1366 Guerrero St,"change of occupancy to a single family residence. removal of some interior partitions, seismic upgrading and foundation work. add master bath and change location of kitchen.  electrical upgrade of e wiring. change finishes in e bathrooms.",4,1,1,-3,-3,03/02/2010 12:00:00 AM,03/02/2010 12:00:00 AM,0,0,0,0,0,0,-3,,8,Mission,8 - Mission,Mission District Streetscape Plan,3,Full BP,09/29/2008 12:00:00 AM,09/29/2008 12:00:00 AM,RH-3,,6533013,2008.0482
200807096279,1648 Mckinnon Av,site permit  install kitchen for 2nd unit and create tandem interior parking area.,1,2,2,1,1,02/23/2011 12:00:00 AM,02/23/2011 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,3,Site Permit,08/12/2010 12:00:00 AM,12/01/2010 12:00:00 AM,RH-2,,5296007,2008.0086
200807106432,27 Carver St,to erect 3 story single family dwelling,0,1,1,1,1,02/10/2011 12:00:00 AM,02/10/2011 12:00:00 AM,0,0,0,0,0,0,1,,9,Bernal Heights,11 - Bernal Heights,,2,Site Permit,06/30/2009 12:00:00 AM,06/30/2009 12:00:00 AM,RH-1,,5632016,2007.0724
200807116520,365 Fulton St,"erect 5 stories ,120 residential units & commercial.",0,120,120,120,120,09/06/2011 12:00:00 AM,09/06/2011 12:00:00 AM,0,120,0,0,0,120,0,,5,Hayes Valley,5 - Western Addition,Civic Center,2,Site Permit,12/01/2008 12:00:00 AM,12/01/2008 12:00:00 AM,NCT-3,100% Affordable,0792028,
200807176984,165 Brussels St,to demolish 1 family dwelling on center of two lots (lot #021 & 022),1,0,0,-1,-1,04/18/2014 12:00:00 AM,04/18/2014 12:00:00 AM,0,0,0,0,0,0,-1,,9,Portola,12 - South Central,,6,Full BP,03/07/2011 12:00:00 AM,03/07/2011 12:00:00 AM,RH-1,,5926021,2007.0574
200807176988,167 BRUSSELS ST,ERECT A 3 STORIES SINGLE FAMILY DWELLING.,0,1,1,1,1,06/15/2018 12:00:00 AM,06/15/2018 12:00:00 AM,0,0,0,0,0,0,1,,9,Portola,12 - South Central,,2,Site Permit,03/07/2011 12:00:00 AM,07/18/2014 12:00:00 AM,RH-2,,5926021,2007.0574
200807176993,165 Brussels St,ERECT A 3 STORIES SINGLE FAMILY DWELLING.,0,1,1,1,1,11/18/2015 12:00:00 AM,11/18/2015 12:00:00 AM,0,0,0,0,0,0,1,,9,Portola,12 - South Central,,2,Site Permit,03/07/2011 12:00:00 AM,10/23/2013 12:00:00 AM,RH-2,,5926022,2007.0574
200807187042,137 Girard St,erect a new 4 stories 2 family dwelling.,0,2,2,2,2,12/10/2009 12:00:00 AM,12/10/2009 12:00:00 AM,0,0,0,0,0,0,2,,9,Portola,12 - South Central,,2,Site Permit,12/03/2008 12:00:00 AM,12/03/2008 12:00:00 AM,RH-2,,5925025,2007.0081
200807187057,3436 Anza St,"horizontal four story & vertical two story addition, convert single family to two residential units. fire sprinklers, shoring and underpinning under separate permits.",1,2,2,1,1,04/22/2011 12:00:00 AM,04/22/2011 12:00:00 AM,0,0,0,0,0,0,1,,1,Outer Richmond,1 - Richmond,Geary Corridor,3,Site Permit,10/02/2009 12:00:00 AM,10/02/2009 12:00:00 AM,RM-1,,1519022B,
200807187072,1280 Hampshire St,to erect a new 3 stories 3 family dwelling units.,0,3,3,3,3,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,0,0,0,0,0,0,3,,9,Mission,8 - Mission,,2,Site Permit,05/11/2011 12:00:00 AM,06/10/2011 12:00:00 AM,RH-3,,4266013,2008.1063
200807217102,52 Whitney Young Cr,"erect a 2story, single family dwelling unit building.  type a",0,1,1,1,1,05/27/2010 12:00:00 AM,05/27/2010 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Full BP,10/30/2008 12:00:00 AM,10/30/2008 12:00:00 AM,RH-2,,4711211,
200807217173,54 Whitney Young Cr,"erect a 2story, single family dwelling unit building.",0,1,1,1,1,05/27/2010 12:00:00 AM,05/27/2010 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Full BP,10/30/2008 12:00:00 AM,10/30/2008 12:00:00 AM,RH-2,,4711210,
200807217175,56 Whitney Young Cr,"erect a 2story, single family dwelling unit building.",0,1,1,1,1,05/27/2010 12:00:00 AM,05/27/2010 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Full BP,10/30/2008 12:00:00 AM,10/30/2008 12:00:00 AM,RH-2,,4711209,
200807217176,60 Whitney Young Cr,"erect a 2story, single family dwelling unit building. type ar",0,1,1,1,1,06/11/2010 12:00:00 AM,06/11/2010 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Full BP,12/09/2008 12:00:00 AM,12/09/2008 12:00:00 AM,RH-2,,4711207,
200807217177,62 Whitney Young Cr,"erect a 2story, single family dwelling unit building.",0,1,1,1,1,06/10/2010 12:00:00 AM,06/10/2010 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Full BP,12/09/2008 12:00:00 AM,12/09/2008 12:00:00 AM,RH-2,,4711206,
200807217178,58 Whitney Young Cr,"erect a 2story, single family dwelling unit building.",0,1,1,1,1,05/27/2010 12:00:00 AM,05/27/2010 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Full BP,10/30/2008 12:00:00 AM,10/30/2008 12:00:00 AM,RH-2,,4711208,
200807217179,64 Whitney Young Cr,"erect a 2story, single family dwelling unit building.",0,1,1,1,1,06/10/2010 12:00:00 AM,06/10/2010 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Full BP,12/09/2008 12:00:00 AM,12/09/2008 12:00:00 AM,RH-2,,4711205,
200807247569,2020 Ellis St,"to erect 4 stories, 12 residential condominiums.",0,12,12,12,12,10/10/2012 12:00:00 AM,10/10/2012 12:00:00 AM,0,0,0,0,0,0,12,,5,Western Addition,5 - Western Addition,,2,Site Permit,11/13/2008 12:00:00 AM,11/13/2008 12:00:00 AM,NCT,,1101047,
200807257712,612 Clayton St,convert 4 original residential units converted to commercial units (4 total) no change in plan to original floor layout. upgrade demising walls to 1hr. sprinkler work will be under a separate permit.replace kitchen cabinets & counter tops.,0,4,4,4,4,11/10/2009 12:00:00 AM,11/10/2009 12:00:00 AM,0,0,0,0,0,0,4,,5,Haight Ashbury,6 - Buena Vista,Haight Ashbury Public Realm Plan,8,Full BP,08/11/2008 12:00:00 AM,08/11/2008 12:00:00 AM,NCD,,1245023,
